Entity,Code,Year,Renewables
India,IND,1985,-5.193
India,IND,1986,2.099
India,IND,1987,-10.017
India,IND,1988,15.701
India,IND,1989,24.319
India,IND,1990,8.598
India,IND,1991,21.283
India,IND,1992,-10.717
India,IND,1993,2.252
India,IND,1994,26.957
India,IND,1995,-10.56
India,IND,1996,-17.456
India,IND,1997,4.135
India,IND,1998,38.399
India,IND,1999,-1.73
India,IND,2000,-14.228
India,IND,2001,-12.7
India,IND,2002,-2.142
India,IND,2003,3.164
India,IND,2004,92.985
India,IND,2005,-6.856
India,IND,2006,52.387
India,IND,2007,36.661
India,IND,2008,-9.402
India,IND,2009,-15.819
India,IND,2010,21.578
India,IND,2011,79.619
India,IND,2012,-24.726
India,IND,2013,55.413
India,IND,2014,34.627
India,IND,2015,-11.399
India,IND,2016,24.562
India,IND,2017,61.578
India,IND,2018,73.12
India,IND,2019,93.911
India,IND,2020,31.584
Indonesia,IDN,1966,1.522
Indonesia,IDN,1967,0.81
Indonesia,IDN,1968,1.743
Indonesia,IDN,1969,0.417
Indonesia,IDN,1970,2.062
Indonesia,IDN,1971,-7.795
Indonesia,IDN,1972,-0.405
Indonesia,IDN,1973,0.896
Indonesia,IDN,1974,0.466
Indonesia,IDN,1975,0.233
Indonesia,IDN,1976,-2.075
Indonesia,IDN,1977,1.952
Indonesia,IDN,1978,-1.399
Indonesia,IDN,1979,0.393
Indonesia,IDN,1980,-0.368
Indonesia,IDN,1981,-0.012
Indonesia,IDN,1982,0.319
Indonesia,IDN,1983,1.927
Indonesia,IDN,1984,0.528
Indonesia,IDN,1985,1.399
Indonesia,IDN,1986,4.689
Indonesia,IDN,1987,0.356
Indonesia,IDN,1988,1.252
Indonesia,IDN,1989,3.462
Indonesia,IDN,1990,3.722
Indonesia,IDN,1991,2.335
Indonesia,IDN,1992,6.307
Indonesia,IDN,1993,-2.078
Indonesia,IDN,1994,-1.101
Indonesia,IDN,1995,2.552
Indonesia,IDN,1996,1.838
Indonesia,IDN,1997,-7.148
Indonesia,IDN,1998,14.044
Indonesia,IDN,1999,1.863
Indonesia,IDN,2000,1.577
Indonesia,IDN,2001,7.462
Indonesia,IDN,2002,-3.791
Indonesia,IDN,2003,-2.269
Indonesia,IDN,2004,2.276
Indonesia,IDN,2005,2.632
Indonesia,IDN,2006,-3.194
Indonesia,IDN,2007,5.394
Indonesia,IDN,2008,3.753
Indonesia,IDN,2009,2.869
Indonesia,IDN,2010,16.532
Indonesia,IDN,2011,-12.115
Indonesia,IDN,2012,3.723
Indonesia,IDN,2013,13.316
Indonesia,IDN,2014,4.012
Indonesia,IDN,2015,-11.855
Indonesia,IDN,2016,32.797
Indonesia,IDN,2017,0.74
Indonesia,IDN,2018,9.365
Indonesia,IDN,2019,24.107
Indonesia,IDN,2020,13.347
Iran,IRN,1966,0.356
Iran,IRN,1967,0.393
Iran,IRN,1968,0.417
Iran,IRN,1969,0.454
Iran,IRN,1970,0.491
Iran,IRN,1971,0.516
Iran,IRN,1972,2.32
Iran,IRN,1973,-1.485
Iran,IRN,1974,0.835
Iran,IRN,1975,0.454
Iran,IRN,1976,1.129
Iran,IRN,1977,0.356
Iran,IRN,1978,6.236
Iran,IRN,1979,-2.296
Iran,IRN,1980,0.552
Iran,IRN,1981,1.424
Iran,IRN,1982,0.835
Iran,IRN,1983,-0.381
Iran,IRN,1984,-1.129
Iran,IRN,1985,0.133
Iran,IRN,1986,3.197
Iran,IRN,1987,2.128
Iran,IRN,1988,1.194
Iran,IRN,1989,-4.206
Iran,IRN,1990,1.803
Iran,IRN,1991,-4.928
Iran,IRN,1992,9.992
Iran,IRN,1993,3.692
Iran,IRN,1994,-10.103
Iran,IRN,1995,3.964
Iran,IRN,1996,1.364
Iran,IRN,1997,-7.981
Iran,IRN,1998,4.297
Iran,IRN,1999,-6.417
Iran,IRN,2000,-3.779
Iran,IRN,2001,0.864
Iran,IRN,2002,10.583
Iran,IRN,2003,4.145
Iran,IRN,2004,6.232
Iran,IRN,2005,6.626
Iran,IRN,2006,10.755
Iran,IRN,2007,-1.731
Iran,IRN,2008,-27.926
Iran,IRN,2009,-1.916
Iran,IRN,2010,9.068
Iran,IRN,2011,0.996
Iran,IRN,2012,4.489
Iran,IRN,2013,5.245
Iran,IRN,2014,-0.498
Iran,IRN,2015,-3.353
Iran,IRN,2016,5.333
Iran,IRN,2017,4.606
Iran,IRN,2018,-13.742
Iran,IRN,2019,43.658
Iran,IRN,2020,-19.4
Iraq,IRQ,1966,0.061
Iraq,IRQ,1967,0.037
Iraq,IRQ,1968,0.061
Iraq,IRQ,1969,0.037
Iraq,IRQ,1970,0.086
Iraq,IRQ,1971,0.077
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0.25
Iraq,IRQ,1974,0.306
Iraq,IRQ,1975,0.169
Iraq,IRQ,1976,-0.006
Iraq,IRQ,1977,0.297
Iraq,IRQ,1978,0.394
Iraq,IRQ,1979,0.9
Iraq,IRQ,1980,-0.95
Iraq,IRQ,1981,-0.222
Iraq,IRQ,1982,-0.028
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0.028
Iraq,IRQ,1985,0
Iraq,IRQ,1986,-0.028
Iraq,IRQ,1987,5.556
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,5.695
Iraq,IRQ,1991,-6.959
Iraq,IRQ,1992,8.539
Iraq,IRQ,1993,2.619
Iraq,IRQ,1994,0.239
Iraq,IRQ,1995,2.422
Iraq,IRQ,1996,-1.751
Iraq,IRQ,1997,0.33
Iraq,IRQ,1998,-1.14
Iraq,IRQ,1999,-7.329
Iraq,IRQ,2000,-1.007
Iraq,IRQ,2001,1.334
Iraq,IRQ,2002,2.29
Iraq,IRQ,2003,0.453
Iraq,IRQ,2004,2.608
Iraq,IRQ,2005,-2.401
Iraq,IRQ,2006,0.176
Iraq,IRQ,2007,-1.211
Iraq,IRQ,2008,-4.389
Iraq,IRQ,2009,-0.315
Iraq,IRQ,2010,2.001
Iraq,IRQ,2011,-0.616
Iraq,IRQ,2012,2.516
Iraq,IRQ,2013,0.593
Iraq,IRQ,2014,-4.557
Iraq,IRQ,2015,-0.775
Iraq,IRQ,2016,2.036
Iraq,IRQ,2017,-3.039
Iraq,IRQ,2018,-0.13
Iraq,IRQ,2019,1.614
Iraq,IRQ,2020,-0.068
Ireland,IRL,1966,-0.258
Ireland,IRL,1967,-0.129
Ireland,IRL,1968,-0.097
Ireland,IRL,1969,-0.517
Ireland,IRL,1970,0.614
Ireland,IRL,1971,-0.937
Ireland,IRL,1972,0.614
Ireland,IRL,1973,-0.129
Ireland,IRL,1974,0.42
Ireland,IRL,1975,-0.743
Ireland,IRL,1976,0.194
Ireland,IRL,1977,0.42
Ireland,IRL,1978,-0.129
Ireland,IRL,1979,0.355
Ireland,IRL,1980,0.032
Ireland,IRL,1981,0.065
Ireland,IRL,1982,-0.162
Ireland,IRL,1983,-0.065
Ireland,IRL,1984,-0.258
Ireland,IRL,1985,0.42
Ireland,IRL,1986,0.226
Ireland,IRL,1987,-0.646
Ireland,IRL,1988,0.517
Ireland,IRL,1989,-0.485
Ireland,IRL,1990,-0.002
Ireland,IRL,1991,0.136
Ireland,IRL,1992,0.211
Ireland,IRL,1993,-0.117
Ireland,IRL,1994,0.442
Ireland,IRL,1995,-0.583
Ireland,IRL,1996,0.094
Ireland,IRL,1997,0.128
Ireland,IRL,1998,1.003
Ireland,IRL,1999,-0.128
Ireland,IRL,2000,0.169
Ireland,IRL,2001,-0.457
Ireland,IRL,2002,0.952
Ireland,IRL,2003,-0.686
Ireland,IRL,2004,0.673
Ireland,IRL,2005,1.266
Ireland,IRL,2006,1.576
Ireland,IRL,2007,0.809
Ireland,IRL,2008,2.046
Ireland,IRL,2009,1.31
Ireland,IRL,2010,-1.055
Ireland,IRL,2011,4.332
Ireland,IRL,2012,-0.525
Ireland,IRL,2013,0.866
Ireland,IRL,2014,1.856
Ireland,IRL,2015,3.626
Ireland,IRL,2016,-0.978
Ireland,IRL,2017,3.29
Ireland,IRL,2018,3.156
Ireland,IRL,2019,3.821
Ireland,IRL,2020,3.995
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.006
Israel,ISR,1982,0
Israel,ISR,1983,-0.003
Israel,ISR,1984,0.003
Israel,ISR,1985,0
Israel,ISR,1986,0.011
Israel,ISR,1987,0.011
Israel,ISR,1988,0
Israel,ISR,1989,-0.019
Israel,ISR,1990,0
Israel,ISR,1991,0.008
Israel,ISR,1992,0.064
Israel,ISR,1993,-0.008
Israel,ISR,1994,-0.008
Israel,ISR,1995,0.006
Israel,ISR,1996,-0.003
Israel,ISR,1997,0.003
Israel,ISR,1998,0
Israel,ISR,1999,0.022
Israel,ISR,2000,-0.006
Israel,ISR,2001,-0.031
Israel,ISR,2002,0.033
Israel,ISR,2003,0.029
Israel,ISR,2004,-0.012
Israel,ISR,2005,-0.001
Israel,ISR,2006,-0.038
Israel,ISR,2007,-0.003
Israel,ISR,2008,0.021
Israel,ISR,2009,0.175
Israel,ISR,2010,0.184
Israel,ISR,2011,0.337
Israel,ISR,2012,0.467
Israel,ISR,2013,0.215
Israel,ISR,2014,0.973
Israel,ISR,2015,0.899
Israel,ISR,2016,1.226
Israel,ISR,2017,-0.002
Israel,ISR,2018,0.454
Israel,ISR,2019,3.157
Israel,ISR,2020,5.828
Italy,ITA,1966,4.892
Italy,ITA,1967,-3.489
Italy,ITA,1968,1.331
Italy,ITA,1969,-3.656
Italy,ITA,1970,-1.047
Italy,ITA,1971,-3.647
Italy,ITA,1972,5.186
Italy,ITA,1973,-10.519
Italy,ITA,1974,1.867
Italy,ITA,1975,8.242
Italy,ITA,1976,-5.608
Italy,ITA,1977,33.003
Italy,ITA,1978,-15.464
Italy,ITA,1979,1.306
Italy,ITA,1980,-1.578
Italy,ITA,1981,-7.503
Italy,ITA,1982,-4.225
Italy,ITA,1983,-0.4
Italy,ITA,1984,2.875
Italy,ITA,1985,-4.358
Italy,ITA,1986,0.814
Italy,ITA,1987,-3.886
Italy,ITA,1988,3.514
Italy,ITA,1989,-20.014
Italy,ITA,1990,-6.542
Italy,ITA,1991,29.544
Italy,ITA,1992,0.633
Italy,ITA,1993,-1.511
Italy,ITA,1994,8.38
Italy,ITA,1995,-18.839
Italy,ITA,1996,13.233
Italy,ITA,1997,-0.044
Italy,ITA,1998,0.753
Italy,ITA,1999,13.439
Italy,ITA,2000,-1.208
Italy,ITA,2001,8.65
Italy,ITA,2002,-17.504
Italy,ITA,2003,-4.8
Italy,ITA,2004,20.903
Italy,ITA,2005,-16.355
Italy,ITA,2006,5.296
Italy,ITA,2007,-8.803
Italy,ITA,2008,32.798
Italy,ITA,2009,33.058
Italy,ITA,2010,21.961
Italy,ITA,2011,14.126
Italy,ITA,2012,24.372
Italy,ITA,2013,46.421
Italy,ITA,2014,18.205
Italy,ITA,2015,-32.297
Italy,ITA,2016,-4.9
Italy,ITA,2017,-11.675
Italy,ITA,2018,29.648
Italy,ITA,2019,-4.123
Italy,ITA,2020,5.602
Japan,JPN,1966,9.111
Japan,JPN,1967,-30
Japan,JPN,1968,13.611
Japan,JPN,1969,5.278
Japan,JPN,1970,0.813
Japan,JPN,1971,24.425
Japan,JPN,1972,2.536
Japan,JPN,1973,-50.879
Japan,JPN,1974,44.321
Japan,JPN,1975,2.214
Japan,JPN,1976,0.481
Japan,JPN,1977,-29.044
Japan,JPN,1978,-7.298
Japan,JPN,1979,30.467
Japan,JPN,1980,20.946
Japan,JPN,1981,-1.814
Japan,JPN,1982,7.628
Japan,JPN,1983,10.629
Japan,JPN,1984,-32.131
Japan,JPN,1985,32.882
Japan,JPN,1986,-2.65
Japan,JPN,1987,-14
Japan,JPN,1988,46.384
Japan,JPN,1989,6.973
Japan,JPN,1990,-29.311
Japan,JPN,1991,21.755
Japan,JPN,1992,-39.337
Japan,JPN,1993,34.045
Japan,JPN,1994,-72.773
Japan,JPN,1995,42.123
Japan,JPN,1996,-1.81
Japan,JPN,1997,29.161
Japan,JPN,1998,6.742
Japan,JPN,1999,-13.524
Japan,JPN,2000,1.386
Japan,JPN,2001,-9.314
Japan,JPN,2002,-0.847
Japan,JPN,2003,35.011
Japan,JPN,2004,-1.14
Japan,JPN,2005,-27.869
Japan,JPN,2006,29.476
Japan,JPN,2007,-35.661
Japan,JPN,2008,-1.056
Japan,JPN,2009,-14.075
Japan,JPN,2010,53.117
Japan,JPN,2011,-14.181
Japan,JPN,2012,-7.348
Japan,JPN,2013,21.88
Japan,JPN,2014,32.122
Japan,JPN,2015,48.858
Japan,JPN,2016,-7.964
Japan,JPN,2017,35.222
Japan,JPN,2018,29.991
Japan,JPN,2019,10.745
Japan,JPN,2020,43.513
Kazakhstan,KAZ,1986,-1.191
Kazakhstan,KAZ,1987,2.639
Kazakhstan,KAZ,1988,3.499
Kazakhstan,KAZ,1989,0.835
Kazakhstan,KAZ,1990,0.206
Kazakhstan,KAZ,1991,-0.461
Kazakhstan,KAZ,1992,-0.928
Kazakhstan,KAZ,1993,2.119
Kazakhstan,KAZ,1994,4.306
Kazakhstan,KAZ,1995,-2.356
Kazakhstan,KAZ,1996,-2.778
Kazakhstan,KAZ,1997,-2.311
Kazakhstan,KAZ,1998,-0.994
Kazakhstan,KAZ,1999,-0.025
Kazakhstan,KAZ,2000,3.886
Kazakhstan,KAZ,2001,1.382
Kazakhstan,KAZ,2002,2.073
Kazakhstan,KAZ,2003,-0.878
Kazakhstan,KAZ,2004,-1.687
Kazakhstan,KAZ,2005,-0.678
Kazakhstan,KAZ,2006,-0.368
Kazakhstan,KAZ,2007,0.942
Kazakhstan,KAZ,2008,-2.013
Kazakhstan,KAZ,2009,-1.645
Kazakhstan,KAZ,2010,2.869
Kazakhstan,KAZ,2011,-0.487
Kazakhstan,KAZ,2012,-0.751
Kazakhstan,KAZ,2013,0.128
Kazakhstan,KAZ,2014,1.259
Kazakhstan,KAZ,2015,2.835
Kazakhstan,KAZ,2016,6.242
Kazakhstan,KAZ,2017,-1.03
Kazakhstan,KAZ,2018,-2.008
Kazakhstan,KAZ,2019,0.375
Kazakhstan,KAZ,2020,5.849
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0.008
Kuwait,KWT,2015,0.005
Kuwait,KWT,2016,0.11
Kuwait,KWT,2017,0.049
Kuwait,KWT,2018,0.047
Kuwait,KWT,2019,0.204
Kuwait,KWT,2020,-0.002
Latvia,LVA,1986,0.061
Latvia,LVA,1987,1.94
Latvia,LVA,1988,-1.94
Latvia,LVA,1989,1.682
Latvia,LVA,1990,2.472
Latvia,LVA,1991,-3.392
Latvia,LVA,1992,-2.094
Latvia,LVA,1993,0.986
Latvia,LVA,1994,1.192
Latvia,LVA,1995,-1.022
Latvia,LVA,1996,-2.989
Latvia,LVA,1997,3.039
Latvia,LVA,1998,3.786
Latvia,LVA,1999,-4.331
Latvia,LVA,2000,0.181
Latvia,LVA,2001,-0.01
Latvia,LVA,2002,-1.021
Latvia,LVA,2003,-0.444
Latvia,LVA,2004,2.282
Latvia,LVA,2005,0.534
Latvia,LVA,2006,-1.736
Latvia,LVA,2007,0.062
Latvia,LVA,2008,0.967
Latvia,LVA,2009,0.842
Latvia,LVA,2010,0.157
Latvia,LVA,2011,-1.501
Latvia,LVA,2012,2.574
Latvia,LVA,2013,-1.505
Latvia,LVA,2014,-2.011
Latvia,LVA,2015,0.009
Latvia,LVA,2016,1.714
Latvia,LVA,2017,4.897
Latvia,LVA,2018,-4.959
Latvia,LVA,2019,-0.791
Latvia,LVA,2020,1.16
Lithuania,LTU,1986,-0.025
Lithuania,LTU,1987,-0.061
Lithuania,LTU,1988,0.061
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0.082
Lithuania,LTU,1991,-0.211
Lithuania,LTU,1992,-0.075
Lithuania,LTU,1993,0.228
Lithuania,LTU,1994,0.164
Lithuania,LTU,1995,-0.219
Lithuania,LTU,1996,-0.131
Lithuania,LTU,1997,-0.086
Lithuania,LTU,1998,0.339
Lithuania,LTU,1999,-0.008
Lithuania,LTU,2000,-0.208
Lithuania,LTU,2001,-0.039
Lithuania,LTU,2002,0.076
Lithuania,LTU,2003,-0.075
Lithuania,LTU,2004,0.253
Lithuania,LTU,2005,0.078
Lithuania,LTU,2006,-0.071
Lithuania,LTU,2007,0.378
Lithuania,LTU,2008,0.047
Lithuania,LTU,2009,0.205
Lithuania,LTU,2010,0.581
Lithuania,LTU,2011,0.506
Lithuania,LTU,2012,0.165
Lithuania,LTU,2013,0.86
Lithuania,LTU,2014,-0.063
Lithuania,LTU,2015,0.406
Lithuania,LTU,2016,1.003
Lithuania,LTU,2017,1.088
Lithuania,LTU,2018,-1.01
Lithuania,LTU,2019,0.783
Lithuania,LTU,2020,0.21
Luxembourg,LUX,1966,-0.024
Luxembourg,LUX,1967,0.028
Luxembourg,LUX,1968,0.005
Luxembourg,LUX,1969,-0.032
Luxembourg,LUX,1970,0.023
Luxembourg,LUX,1971,-0.104
Luxembourg,LUX,1972,0.024
Luxembourg,LUX,1973,-0.019
Luxembourg,LUX,1974,0.067
Luxembourg,LUX,1975,-0.028
Luxembourg,LUX,1976,-0.067
Luxembourg,LUX,1977,0.141
Luxembourg,LUX,1978,-0.005
Luxembourg,LUX,1979,0.022
Luxembourg,LUX,1980,0.01
Luxembourg,LUX,1981,0.025
Luxembourg,LUX,1982,-0.029
Luxembourg,LUX,1983,-0.006
Luxembourg,LUX,1984,0.02
Luxembourg,LUX,1985,-0.048
Luxembourg,LUX,1986,0.043
Luxembourg,LUX,1987,0.053
Luxembourg,LUX,1988,-0.02
Luxembourg,LUX,1989,-0.072
Luxembourg,LUX,1990,-0.018
Luxembourg,LUX,1991,0.043
Luxembourg,LUX,1992,-0.045
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0.054
Luxembourg,LUX,1995,0.018
Luxembourg,LUX,1996,-0.089
Luxembourg,LUX,1997,0.076
Luxembourg,LUX,1998,0.112
Luxembourg,LUX,1999,-0.059
Luxembourg,LUX,2000,0.136
Luxembourg,LUX,2001,-0.011
Luxembourg,LUX,2002,-0.048
Luxembourg,LUX,2003,-0.03
Luxembourg,LUX,2004,0.144
Luxembourg,LUX,2005,0.034
Luxembourg,LUX,2006,0.094
Luxembourg,LUX,2007,0.046
Luxembourg,LUX,2008,0.043
Luxembourg,LUX,2009,-0.043
Luxembourg,LUX,2010,-0.004
Luxembourg,LUX,2011,-0.062
Luxembourg,LUX,2012,0.157
Luxembourg,LUX,2013,0.154
Luxembourg,LUX,2014,0.064
Luxembourg,LUX,2015,0.078
Luxembourg,LUX,2016,0.06
Luxembourg,LUX,2017,0.351
Luxembourg,LUX,2018,0.2
Luxembourg,LUX,2019,0.271
Luxembourg,LUX,2020,0.58
Malaysia,MYS,1966,0.292
Malaysia,MYS,1967,0.092
Malaysia,MYS,1968,0.219
Malaysia,MYS,1969,0.583
Malaysia,MYS,1970,0.522
Malaysia,MYS,1971,-0.433
Malaysia,MYS,1972,0.3
Malaysia,MYS,1973,-0.128
Malaysia,MYS,1974,-0.283
Malaysia,MYS,1975,-0.003
Malaysia,MYS,1976,-0.158
Malaysia,MYS,1977,-0.497
Malaysia,MYS,1978,0.375
Malaysia,MYS,1979,0.554
Malaysia,MYS,1980,0.848
Malaysia,MYS,1981,0.424
Malaysia,MYS,1982,-0.163
Malaysia,MYS,1983,0.685
Malaysia,MYS,1984,4.728
Malaysia,MYS,1985,0.88
Malaysia,MYS,1986,0.978
Malaysia,MYS,1987,2.348
Malaysia,MYS,1988,2.12
Malaysia,MYS,1989,-1.207
Malaysia,MYS,1990,-3.522
Malaysia,MYS,1991,1.174
Malaysia,MYS,1992,-0.454
Malaysia,MYS,1993,1.575
Malaysia,MYS,1994,4.528
Malaysia,MYS,1995,-0.736
Malaysia,MYS,1996,-2.872
Malaysia,MYS,1997,-2.808
Malaysia,MYS,1998,0.789
Malaysia,MYS,1999,8.597
Malaysia,MYS,2000,0.036
Malaysia,MYS,2001,-2.689
Malaysia,MYS,2002,-2.369
Malaysia,MYS,2003,-0.955
Malaysia,MYS,2004,1.645
Malaysia,MYS,2005,1.105
Malaysia,MYS,2006,0.817
Malaysia,MYS,2007,-0.728
Malaysia,MYS,2008,4.87
Malaysia,MYS,2009,-0.981
Malaysia,MYS,2010,-1.853
Malaysia,MYS,2011,4.983
Malaysia,MYS,2012,2.853
Malaysia,MYS,2013,5.68
Malaysia,MYS,2014,3.019
Malaysia,MYS,2015,1.402
Malaysia,MYS,2016,15.232
Malaysia,MYS,2017,16.805
Malaysia,MYS,2018,0.504
Malaysia,MYS,2019,-0.039
Malaysia,MYS,2020,-12.458
Mexico,MEX,1966,3.486
Mexico,MEX,1967,2.497
Mexico,MEX,1968,4.514
Mexico,MEX,1969,2.122
Mexico,MEX,1970,4.442
Mexico,MEX,1971,-1.203
Mexico,MEX,1972,2.664
Mexico,MEX,1973,2.781
Mexico,MEX,1974,1.775
Mexico,MEX,1975,-4.086
Mexico,MEX,1976,5.928
Mexico,MEX,1977,5.419
Mexico,MEX,1978,-8.25
Mexico,MEX,1979,6.144
Mexico,MEX,1980,-3.339
Mexico,MEX,1981,21.547
Mexico,MEX,1982,-3.783
Mexico,MEX,1983,-5.928
Mexico,MEX,1984,8.169
Mexico,MEX,1985,14.004
Mexico,MEX,1986,-14.936
Mexico,MEX,1987,-2.745
Mexico,MEX,1988,7.683
Mexico,MEX,1989,9.889
Mexico,MEX,1990,-1.173
Mexico,MEX,1991,-3.184
Mexico,MEX,1992,13.118
Mexico,MEX,1993,-0.065
Mexico,MEX,1994,-18.5
Mexico,MEX,1995,20.904
Mexico,MEX,1996,9.744
Mexico,MEX,1997,-14.637
Mexico,MEX,1998,-4.194
Mexico,MEX,1999,22.341
Mexico,MEX,2000,2.751
Mexico,MEX,2001,-13.806
Mexico,MEX,2002,-10.95
Mexico,MEX,2003,-11.815
Mexico,MEX,2004,14.815
Mexico,MEX,2005,8.706
Mexico,MEX,2006,5.063
Mexico,MEX,2007,-6.365
Mexico,MEX,2008,29.924
Mexico,MEX,2009,-33.491
Mexico,MEX,2010,28.121
Mexico,MEX,2011,-2.232
Mexico,MEX,2012,-8.012
Mexico,MEX,2013,-7.815
Mexico,MEX,2014,33.233
Mexico,MEX,2015,-13.85
Mexico,MEX,2016,2.82
Mexico,MEX,2017,6.765
Mexico,MEX,2018,15.662
Mexico,MEX,2019,-6.614
Mexico,MEX,2020,24.39
Middle Africa,,1966,0.439
Middle Africa,,1967,-0.686
Middle Africa,,1968,0.461
Middle Africa,,1969,0.967
Middle Africa,,1970,1.403
Middle Africa,,1971,0.903
Middle Africa,,1972,0.333
Middle Africa,,1973,1.239
Middle Africa,,1974,-0.292
Middle Africa,,1975,1.544
Middle Africa,,1976,-0.644
Middle Africa,,1977,0.436
Middle Africa,,1978,0.081
Middle Africa,,1979,0.383
Middle Africa,,1980,0.944
Middle Africa,,1981,1.036
Middle Africa,,1982,0.8
Middle Africa,,1983,1.136
Middle Africa,,1984,0.989
Middle Africa,,1985,3
Middle Africa,,1986,0.814
Middle Africa,,1987,0.044
Middle Africa,,1988,0.417
Middle Africa,,1989,5.117
Middle Africa,,1990,-3.208
Middle Africa,,1991,-0.853
Middle Africa,,1992,2.347
Middle Africa,,1993,-1.689
Middle Africa,,1994,-1.333
Middle Africa,,1995,3.053
Middle Africa,,1996,0.094
Middle Africa,,1997,-2.025
Middle Africa,,1998,-0.592
Middle Africa,,1999,1.122
Middle Africa,,2000,2.863
Middle Africa,,2001,0.521
Middle Africa,,2002,0.009
Middle Africa,,2003,0.922
Middle Africa,,2004,4.832
Middle Africa,,2005,1.053
Middle Africa,,2006,4.647
Middle Africa,,2007,-3.155
Middle Africa,,2008,2.585
Middle Africa,,2009,-0.463
Middle Africa,,2010,1.543
Middle Africa,,2011,0.512
Middle Africa,,2012,-0.747
Middle Africa,,2013,6.014
Middle Africa,,2014,2.383
Middle Africa,,2015,0.395
Middle Africa,,2016,1.667
Middle Africa,,2017,7.536
Middle Africa,,2018,5.105
Middle Africa,,2019,5.227
Middle Africa,,2020,3.341
Middle East,,1966,0.556
Middle East,,1967,0.785
Middle East,,1968,0.701
Middle East,,1969,0.874
Middle East,,1970,0.51
Middle East,,1971,0.487
Middle East,,1972,2.262
Middle East,,1973,-2.274
Middle East,,1974,2.96
Middle East,,1975,1.735
Middle East,,1976,2.457
Middle East,,1977,2.148
Middle East,,1978,7.539
Middle East,,1979,-0.546
Middle East,,1980,0.186
Middle East,,1981,1.477
Middle East,,1982,1.088
Middle East,,1983,-1.069
Middle East,,1984,0.423
Middle East,,1985,0.18
Middle East,,1986,1.781
Middle East,,1987,7.878
Middle East,,1988,1.067
Middle East,,1989,-4.653
Middle East,,1990,7.362
Middle East,,1991,-11.845
Middle East,,1992,18.939
Middle East,,1993,6.166
Middle East,,1994,-9.714
Middle East,,1995,5.842
Middle East,,1996,0.127
Middle East,,1997,-7.693
Middle East,,1998,3.565
Middle East,,1999,-14.929
Middle East,,2000,-2.984
Middle East,,2001,2.303
Middle East,,2002,14.22
Middle East,,2003,4.232
Middle East,,2004,12.181
Middle East,,2005,1.927
Middle East,,2006,11.247
Middle East,,2007,-4.547
Middle East,,2008,-34.625
Middle East,,2009,-4.099
Middle East,,2010,13.758
Middle East,,2011,2.681
Middle East,,2012,8.32
Middle East,,2013,5.609
Middle East,,2014,-7.691
Middle East,,2015,-6.737
Middle East,,2016,11.618
Middle East,,2017,3.897
Middle East,,2018,-9.333
Middle East,,2019,61.443
Middle East,,2020,-7.612
Morocco,MAR,1966,-0.442
Morocco,MAR,1967,-0.339
Morocco,MAR,1968,0.35
Morocco,MAR,1969,0.861
Morocco,MAR,1970,-0.061
Morocco,MAR,1971,0.483
Morocco,MAR,1972,0.211
Morocco,MAR,1973,-1.122
Morocco,MAR,1974,0.403
Morocco,MAR,1975,-0.892
Morocco,MAR,1976,-0.05
Morocco,MAR,1977,1.019
Morocco,MAR,1978,0.142
Morocco,MAR,1979,0.461
